மேஷம்,ரிஷபம்,மிதுனம்,கடகம்,சிம்மம்,கன்னி,துலாம்,விருச்சிகம்,தனுசு,மகரம்,கும்பம்,மீனம்
லக்னம் - பொது,லக்னம் - பாதகாதிபதி,லக்னம் - சுபர்,லக்னம் - அசுபர்,லக்னம் - இந்துலக்னம்,,,,,,,
