அசுபதி,பரணி,கார்த்திகை,ரோகிணி,மிருகசிரீஷம்,திருவாதிரை,புனர்பூசம்,பூசம்,ஆயில்யம்,மகம்,பூரம்,உத்திரம்,ஹஸ்தம்,சித்திரை,சுவாதி,விசாகம்,அனுஷம்,கேட்டை,மூலம்,பூராடம்,உத்திராடம்,திருவோணம்,அவிட்டம்,சதயம்,பூரட்டாதி,உத்திரட்டாதி,ரேவதி
புராணங்கள்,உடல் பாகம்,பாதம் 1,பாதம் 2,பாதம் 3,பாதம் 4,பொது,,,,,,,,,,,,,,,,,,,,
