முதலாவது,இரண்டாவது,மூன்றாவது,நான்காவது,ஐந்தாவது,ஆறாவது,ஏழாவது,எட்டாவது,ஒன்பதாவது,பத்தாவது,பதினொன்றாவது,பன்னிரண்டாவது
உயிர்காரகம்,உறுப்பு
